,issue_id,issue_comments,issue_desc,created_at,closed_at
3467,WFCORE-3571,"Improve CLI error handling in ListCommand class. If management operation doesn't return correct results, CLI should throw correct error message.",,,
3468,WFCORE-3567,"The activators attached to these options are expecting an argument value, but there is no such argument.",,,
3480,WFCORE-3566,"*Different command result of disabling already disabled deployment in standalone and domain mode*
* In standalone return 
{noformat}
WFLYCTL0155: 'steps' may not be null
{noformat}
* In domain return nothing, no warning or error

{noformat}
[standalone@localhost:9990 /] deployment info
NAME                        RUNTIME-NAME                PERSISTENT ENABLED STATUS  
cli-test-another-deploy.war cli-test-another-deploy.war true       true    OK      
cli-test-app1-deploy.war    cli-test-app1-deploy.war    true       false   STOPPED 
cli-test-app2-deploy.war    cli-test-app2-deploy.war    true       true    OK      
[standalone@localhost:9990 /] deployment disable cli-test-app1-deploy-all.war
WFLYCTL0155: 'steps' may not be null
[standalone@localhost:9990 /]
{noformat}

{noformat}
[domain@localhost:9990 /] deployment info --server-groups=main-server-group
NAME                            RUNTIME-NAME                    STATE     
cli-test-another-deploy-all.war cli-test-another-deploy-all.war enabled   
cli-test-app1-deploy-all.war    cli-test-app1-deploy-all.war    added     
cli-test-app2-deploy-all.war    cli-test-app2-deploy-all.war    not added 
cli-test-app3-deploy-all.war    cli-test-app3-deploy-all.war    enabled   
[domain@localhost:9990 /] deployment disable --server-groups=main-server-group cli-test-app1-deploy-all.war
[domain@localhost:9990 /]
{noformat}",,,
3484,WFCORE-3565,"We encountered an issue with EJB timers stopping randomly if the container is under load. Sometimes the timers get stalled right after deployment without firing at all. Sometimes the timers work fine for a couple of days before they suddenly stop working. The timers are defined using the {{@Scheduled}} annotation.

We found out that the reason for the randomly stopping timers is a bug in the {{RequestController}} class which only appears if a maximum number of requests is configured in the request controller subsystem. If a timer is being triggered while the container has reached the request limit then the timer is put into a task queue to be processed later. However, the task queue is never checked for queued tasks if the request number goes down again. This leaves the timers stuck in the queue. Since every timer needs to reregister after it has been triggered, the timers appear to have stopped.

In old versions of the {{RequestController}} class from before release wildfly-core-1.0.0.Alpha14 it looks like the idea was to check for queued requests whenever a request finished (see [here|https://github.com/wildfly/wildfly-core/blob/a426a14db6466549159a5528dcee9f4b7087d334/request-controller/src/main/java/org/wildfly/extension/requestcontroller/RequestController.java#L369]).",,,
3485,WFCORE-3564,"*Cli complementation insert the whole word without delete writed letters*
* --server-groups={color:#d04437}m{color}main-server-group
* --server-groups={color:#d04437}o{color}other-server-group
* --server-groups={color:#d04437}othe{color}other-server-group

{noformat}
[domain@localhost:9990 /] deployment disable * --server-groups=
main-server-group  other-server-group  
[domain@localhost:9990 /] deployment disable * --server-groups=mmain-server-group 
{""WFLYCTL0062: Composite operation failed and was rolled back. Steps that failed:"" => {""Operation step-1"" => ""WFLYCTL0216: Management resource '[(\""server-group\"" => \""mmain-server-group\"")]' not found""}}
[domain@localhost:9990 /] deployment disable * --server-groups=oother-server-group
{""WFLYCTL0062: Composite operation failed and was rolled back. Steps that failed:"" => {""Operation step-1"" => ""WFLYCTL0216: Management resource '[(\""server-group\"" => \""oother-server-group\"")]' not found""}}
[domain@localhost:9990 /]
[domain@localhost:9990 /] deployment disable * --server-groups=otheother-server-group 
{""WFLYCTL0062: Composite operation failed and was rolled back. Steps that failed:"" => {""Operation step-1"" => ""WFLYCTL0216: Management resource '[(\""server-group\"" => \""otheother-server-group\"")]' not found""}}
[domain@localhost:9990 /]
{noformat}",,,
3497,WFCORE-3563,"{noformat}
[domain@localhost:9990 /] deployment enable --server-groups=other-server-group,main-server-group cli-test-app-deploy-all.ear
{""WFLYCTL0062: Composite operation failed and was rolled back. Steps that failed:"" => {""Operation step-1"" => ""WFLYCTL0212: Duplicate resource [
    (\""server-group\"" => \""other-server-group\""),
    (\""deployment\"" => \""cli-test-app-deploy-all.ear\"")
]""}}
[domain@localhost:9990 /] 
{noformat}

{noformat}
[domain@localhost:9990 /] deploy --name=cli-test-app-deploy-all.ear --server-groups=other-server-group,main-server-group
{""WFLYCTL0062: Composite operation failed and was rolled back. Steps that failed:"" => {""Operation step-1"" => ""WFLYCTL0212: Duplicate resource [
    (\""server-group\"" => \""other-server-group\""),
    (\""deployment\"" => \""cli-test-app-deploy-all.ear\"")
]""}}
[domain@localhost:9990 /]
{noformat}",,,
3500,WFCORE-3561,"The logic to test completion candidates is failing on Windows, should be reviewed.
",,,
3502,WFCORE-3555,"*Description of problem:*
When putting 'echo' into the right side of the pipe. Addional 'o' is displayed as result.

*Actual results:*
[standalone@embedded /] version | echo test
o test

*Expected results:*
[standalone@embedded /] version | echo test
test
",,,
3504,WFCORE-3554,"*Description of problem:*
Append the content to the file with name tmp|file results to 'tmp\|file' being created.

*Actual results:*
{code}
[standalone@embedded /] version >> tmp\|file
The file created is named 'tmp\|file'
{code}

*Expected results:*
{code}
The file created is named 'tmp|file'
{code}",,,
3509,WFCORE-3553,"*Description of problem:*
Cli displays java exception name when trying to write into the file without permission.

*Actual results:*
[standalone@embedded /] echo aaa > /dir/without/permission
java.nio.file.AccessDeniedException: /dir/without/permission

*Expected results:*
[standalone@embedded /] echo aaa > /dir/without/permission
Couldn't write into the /dir/without/permission. Permission denied.",,,
3511,WFCORE-3547,"ExceptionInInitializerError during create of CLI object on client app.

*Steps to reproduce:*
# create simple CLI client app, for example: {code:java}public class App {
    public static void main(String[] args) throws Exception {
        CLI cli = CLI.newInstance();
    }
} {code}
# start this application

*Actual results:*
{noformat}
Exception in thread ""main"" java.lang.ExceptionInInitializerError
    at org.jboss.as.cli.impl.aesh.AeshCommands.<init>(AeshCommands.java:197)
    at org.jboss.as.cli.impl.aesh.AeshCommands.<init>(AeshCommands.java:174)
    at org.jboss.as.cli.impl.CommandContextImpl.<init>(CommandContextImpl.java:352)
    at org.jboss.as.cli.impl.CommandContextFactoryImpl.newCommandContext(CommandContextFactoryImpl.java:44)
    at org.jboss.as.cli.scriptsupport.CLI.initOfflineContext(CLI.java:278)
    at org.jboss.as.cli.scriptsupport.CLI.<init>(CLI.java:53)
    at org.jboss.as.cli.scriptsupport.CLI.newInstance(CLI.java:62)
    at com.client.test.App.main(App.java:9)
Caused by: java.lang.IllegalStateException: The LogManager was not properly installed (you must set the ""java.util.logging.manager"" system property to ""org.jboss.logmanager.LogManager"")
    at org.jboss.logmanager.Logger.getLogger(Logger.java:57)
    at org.jboss.as.cli.impl.aesh.CLICompletionHandler.<clinit>(CLICompletionHandler.java:45)
    ... 8 more 
{noformat}

*Expected results:*
No errors

*Additional info:*
See attached application  [^single-client.zip] :
{noformat}
# old client
mvn clean
mvn package  -Dversion.client=3.0.10.Final
java -jar target/ClientApplication.jar # works correctly with old client

# new client
mvn clean
mvn package  -Dversion.client=4.0.0.Alpha7-SNAPSHOT
java -jar target/ClientApplication.jar # throws ExceptionInInitializerError
java -Djava.util.logging.manager=org.jboss.logmanager.LogManager -jar target/ClientApplication.jar  # no exception 
{noformat}


",,,
3782,WFCORE-3541,"Not all password types are covered by *set-password* operation in ModifiableRealmDecorator.

At least *ScramDigestPassword* is not available.",,,
3786,WFCORE-3540,"1. create commands in file command.cli which contains ""ls -l /subsystem=elytron/provider-loader=elytron""
2. start EAP server.
3 execute command in CLI non interactive mode jboss-cli.sh -c --file=command.cli.

See the table output is malformat

",,,
3788,WFCORE-3506,"CLI prints two spaces in help CLI command if wrong command is set. Two spaces are before ""does"" word.

I use [this PR|https://github.com/wildfly/wildfly-core/pull/2946]

*Example:*
{noformat}
[standalone@localhost:9990 /] help nonsence
Command nonsence  does not exist.
[standalone@localhost:9990 /]
{noformat}

*Expected results:*
{noformat}
[standalone@localhost:9990 /] help nonsence
Command nonsence does not exist.
[standalone@localhost:9990 /]
{noformat}
",,,
4035,WFCORE-3504,"When we logout from a management console with IE, the logout redirect is failed with an Error Code""INET_E_INVALID_URL"".",,,
4036,WFCORE-3503,"I found duplicate command in CLI help 
For example twice commands:
* attachment
* if 
* undeploy
* command

I see this issue in this [pull request|https://github.com/wildfly/wildfly-core/pull/2946/commits/3eae7f7d94aa5c9bc3914a8eaa2120a2c3fa2bfe] 

{noformat}
[standalone@localhost:9990 /] help --commands
Commands available in the current context:
attachment                       connection-info                  deployment undeploy              help                             pwd                              set                              
attachment                       connection-info                  deployment undeploy-cli-archive  history                          pwd                              shutdown                        
batch                            deploy                           deployment-info                  history                          quit                             shutdown                        
batch                            deploy                           deployment-info                  if                               quit                             try                              
cd                               deployment deploy-cli-archive    deployment-overlay               if                               read-attribute                   try                              
cd                               deployment deploy-file           deployment-overlay               ls                               read-attribute                   undeploy                        
clear                            deployment deploy-url            echo                             ls                               read-operation                   undeploy                        
clear                            deployment disable               echo                             module                           read-operation                   unset                            
command                          deployment disable-all           echo-dmr                         module                           reload                           unset                            
command                          deployment enable                echo-dmr                         patch apply                      reload                           version                          
command-timeout                  deployment enable-all            for                              patch history                    run-batch                        
command-timeout                  deployment info                  for                              patch info                       run-batch                        
connect                          deployment list                  grep                             patch inspect                    set                              
To read a description of a specific command execute 'help <command name>'.
{noformat}",,,
4283,WFCORE-3494,"Scenario:
1) Accept Temporarily CERT1 CN=CA,
2) Disable SSL
3) Enable SSL with new certificate CERT2, same DN CN=CA
4) Prompt user to accept CERT2, Internal certificates set iterator returns items in this order (important): CERT2,CERT1
5) Internally create a delegate that will do the actual certificate check and add to it all certificates: theTrustStore.setCertificateEntry(current.getSubjectX500Principal().getName(), current);
6) So CERT1 and CERT2 are sharing the same name, CERT1 overrides CERT2, CERT2 (the certificate to add) will never be added
7) Infinite loop.

The problem comes from the fact that DN is used as the alias. In the case of temporarily added certificate, a unique alias should be created.

For certificate added permanently to the trust-store, the DN is also used as the alias. In this case, the last accepted certificate is the one stored, there is no mismatch.
",,,
4284,WFCORE-3492,NoData,,,
4285,WFCORE-3490,"{code}
[standalone@embedded /] set name=World
[standalone@embedded /] for var in :resolve-expression(expression=Hello $name!)
java.lang.IllegalArgumentException
{code}

As you can see in the example, the commands produce {{IllegalArgumentException}}. Instead of {{IllegalArgumentException}} there should be an error message explaining what is wrong.",,,
4287,WFCORE-3487,ValueTypeCompletionTestCase contains test names which does not imply what the test is doing. Rename those tests.,,,
4288,WFCORE-3486,"In standalone mode, shutdown can be used with a timeout in order to execute a graceful shutdown of the server. 
In domain mode, this attribute is not used and it is not taken into account when the domain is shutting down.

The CLI output of {{shutdown -help}} does not declare that {{-timeout}} is only relevant to standalone servers and is it not allowed if {{-host}} is used. The handler should reject that combo.",,,
4290,WFCORE-3480,"When 'ls' operation is performed over 'provider-loader' element, the output is very ugly - I get many empty lines with one very long attribute value and few more attributes with simple values.

Expected: no empty lines between printed attributes so the output does not take like 4 screen size.

*Steps to reproduce:*
# prepare WF based on wf-core
# start WF
# ls /subsystem=elytron/provider-loader=elytron
# see very long output with many empty lines between particular attribute records printed",,,
4293,WFCORE-3476,"ServerSuspendHandler blocks until the suspend is done receiving a notification from the SuspendController. The issue here is if the server is already suspended, there are no notifications, and then the handler blocks forever until it is interrupted. This only occurs if the suspend is used with a timeout for a server already suspended.
",,,
4294,WFCORE-3484,"If you try to write the following commands into the CLI you will get an error {{Unrecognized variable}}.

{code}
[standalone@embedded /] if (outcome != success) of /system-property=test:read-resource
[standalone@embedded /] set foo=bar
[standalone@embedded /] echo $foo
Unrecognized variable foo
{code}",,,
4303,WFCORE-3458,"To specify external secret file location externalPath is intended. However in case of PKCS11 it can't be achieved.

{code}
10:53:03,403 ERROR [org.jboss.msc.service.fail] (MSC service thread 1-1) MSC000001: Failed to start service org.wildfly.security.credential-store.fips-credential-store: org.jboss.msc.service.StartException in service org.wildfly.security.credential-store.fips-credential-store: WFLYELY00004: Unable to start the service.
	at org.wildfly.extension.elytron.CredentialStoreService.start(CredentialStoreService.java:134)
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:2032)
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1955)
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142)
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617)
	at java.lang.Thread.run(Thread.java:745)
Caused by: org.wildfly.security.credential.store.CredentialStoreException: ELY09514: Unable to initialize credential store
	at org.wildfly.security.credential.store.impl.KeyStoreCredentialStore.setupExternalStorage(KeyStoreCredentialStore.java:954)
	at org.wildfly.security.credential.store.impl.KeyStoreCredentialStore.load(KeyStoreCredentialStore.java:828)
	at org.wildfly.security.credential.store.impl.KeyStoreCredentialStore.initialize(KeyStoreCredentialStore.java:214)
	at org.wildfly.security.credential.store.CredentialStore.initialize(CredentialStore.java:159)
	at org.wildfly.extension.elytron.CredentialStoreService.start(CredentialStoreService.java:126)
	... 5 more
Caused by: java.nio.file.NoSuchFileException: /home/mchoma/workspace/git-repositories/tests-security/fips/fips-credential-store
	at sun.nio.fs.UnixException.translateToIOException(UnixException.java:86)
	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:102)
	at sun.nio.fs.UnixException.rethrowAsIOException(UnixException.java:107)
	at sun.nio.fs.UnixFileSystemProvider.newByteChannel(UnixFileSystemProvider.java:214)
	at java.nio.file.Files.newByteChannel(Files.java:361)
	at java.nio.file.Files.newByteChannel(Files.java:407)
	at java.nio.file.spi.FileSystemProvider.newInputStream(FileSystemProvider.java:384)
	at java.nio.file.Files.newInputStream(Files.java:152)
	at org.wildfly.security.credential.store.impl.KeyStoreCredentialStore.setupExternalStorage(KeyStoreCredentialStore.java:943)
	... 9 more

10:53:03,409 ERROR [org.jboss.as.controller.management-operation] (management-handler-thread - 4) WFLYCTL0013: Operation (""add"") failed - address: ([
    (""subsystem"" => ""elytron""),
    (""credential-store"" => ""fips-credential-store"")
]) - failure description: {""WFLYCTL0080: Failed services"" => {""org.wildfly.security.credential-store.fips-credential-store"" => ""WFLYELY00004: Unable to start the service.
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: ELY09514: Unable to initialize credential store
    Caused by: java.nio.file.NoSuchFileException: /home/mchoma/workspace/git-repositories/tests-security/fips/fips-credential-store""}}
{code}

Problem seems to be in method
{code:java|title=KeyStoreCredentialStore.java}
    private void setupExternalStorage(final String keyContainingKeyStoreType, final Path keyContainingKeyStoreLocation) throws CredentialStoreException {
        KeyStore keyContainingKeyStore = getKeyStoreInstance(keyContainingKeyStoreType);
        keyStore = getKeyStoreInstance(""JCEKS"");
        externalStorage = new ExternalStorage();
        try {
            final char[] storePassword = getStorePassword(protectionParameter);
            if (keyContainingKeyStoreLocation != null) {
                try (InputStream is = Files.newInputStream(keyContainingKeyStoreLocation)) {
                    keyContainingKeyStore.load(is, storePassword);
                }
            } else {
                // keystore without file (e.g. PKCS11)
                synchronized (EmptyProvider.getInstance()) {
                    keyContainingKeyStore.load(null, storePassword);
                }
            }
            externalStorage.init(cryptographicAlgorithm, encryptionKeyAlias, keyContainingKeyStore, storePassword, keyStore);
        } catch(IOException | GeneralSecurityException e) {
            throw log.cannotInitializeCredentialStore(e);
        }
    }
{code}

Although location is not specified in CLI command keyContainingKeyStoreLocation is not null. Because once location is not specified it becomes name of CS, in this case fips-credential-store (This default is in elytron subsystem).",,,
4306,WFCORE-3454,The {{assembly.xml}} in the {{wildfly-core-dist}} module produces a zip file with only the source contents. This results in an unusable distribution.,,,
4324,WFCORE-3442,"The context:
- Legacy ManagementRealm, no local-auth enabled, only users located properties file.
- SASL authentication factory, digest with FooRealm, userName/password in other properties file

The http management interface
- Reference ManagementRealm and upgrade references SAL factory.

From CLI:
1) User connects using credentials required for FooRealm
2) User disables SASL authentication : /core-service=management/management-interface=http-interface:write-attribute(name=http-upgrade.sasl-authentication-factory,value=undefined
3) User reloads ==> Connection fails.

The user should be prompted for ManagementRealm credentials (if the current ones are not valid in the context of this realm).",,,
4328,WFCORE-3440,"* Deploy two deployments,
* read content hashes of the deployments,
* try to {{:full-replace-deployment}} the first deployment with the content hash of the other one (or any made up content hash for that matter).

The byte values of the content hash are not parsed correctly - whenever there's a value larger than 0x7f (e.g. 0xef), the parsing fails with ""Value out of range. Value:""ef"" Radix:16"".

{code}
[standalone@localhost:9990 /] /deployment=*:read-resource
{
    ""outcome"" => ""success"",
    ""result"" => [
        {
            ""address"" => [(""deployment"" => ""FilterServlet.war"")],
            ""outcome"" => ""success"",
            ""result"" => {
                ""content"" => [{
                    ""hash"" => bytes {
                        0xef, 0x4c, 0x32, 0x78, 0xd6, 0xc6, 0x01, 0xa3,
                        0x64, 0xb4, 0xad, 0x73, 0x86, 0x8c, 0x69, 0xa8,
                        0x97, 0xed, 0x09, 0x33
                    },
                    ""archive"" => undefined
                }],
                ...
            }
        }, ...
    ]
}

[standalone@localhost:9990 /] :full-replace-deployment(name=FilterServlet.war, content=[{hash=bytes{0xef, 0x4c, 0x32, 0x78, 0xd6, 0xc6, 0x01, 0xa3, 0x64, 0xb4, 0xad, 0x73, 0x86, 0x8c, 0x69, 0xa8, 0x97, 0xed, 0x09, 0x33}}])
Failed to parse '[{hash=bytes{0xef, 0x4c, 0x32, 0x78, 0xd6, 0xc6, 0x01, 0xa3, 0x64, 0xb4, 0xad, 0x73, 0x86, 0x8c, 0x69, 0xa8, 0x97, 0xed, 0x09, 0x33}}]': Value out of range. Value:""ef"" Radix:16
{code}",,,
4330,WFCORE-3437,"CLI (WildFly master) can't be started on Solaris:

{noformat}
[hudson@dev34-02 bin]$ ./jboss-cli.sh
You are disconnected at the moment. Type 'connect' to connect to the server or 'help' for the list of supported commands.
java.io.IOException: Error executing 'stty size': unknown mode: size
: Error executing 'stty size': unknown mode: size

[hudson@dev34-02 bin]$ 
{noformat}",,,
4331,WFCORE-3434,"Getting below ERROR message in server.log when *Picketbox Vault expressions* used in *system properties*.:

{code:java}
ERROR [org.jboss.as.server] (Controller Boot Thread) WFLYSRV0230: Vault is not initialized; resolution of vault expressions is not possible
{code}

Below expressions are resolving fine but due to race condition this ERROR message got printed in the logs.

{code:java}
<system-properties>
        <property name=""javax.net.ssl.trustStore"" value=""/home/jboss-eap-7.1/vault/vault.keystore""/>
        <property name=""javax.net.ssl.trustStorePassword"" value=""${VAULT::datasource::password::1}""/>
</system-properties>

<vault>
  <vault-option name=""KEYSTORE_URL"" value=""/home/jboss-eap-7.1/vault/vault.keystore""/>
  <vault-option name=""KEYSTORE_PASSWORD"" value=""MASK-2GAtdnlXL8H""/>
  <vault-option name=""KEYSTORE_ALIAS"" value=""vault""/>
  <vault-option name=""SALT"" value=""12345678""/>
  <vault-option name=""ITERATION_COUNT"" value=""44""/>
  <vault-option name=""ENC_FILE_DIR"" value=""/home/jboss-eap-7.1/vault/""/>
</vault>
{code}

Expression is actually resolving to the correct value and that can be check using below CLI command :

{code:java}
/core-service=platform-mbean/type=runtime:read-attribute(name=system-properties).
{code}",,,
4332,WFCORE-3425,"Currently, if the file that backs an Elytron {{key-store}} resource doesn't exist, executing the {{store}} operation fails. However, if the file wasn't flagged as required when creating the {{key-store}} resource, it should get created if it doesn't already exist when executing the {{store}} operation.",,,
4346,WFCORE-3417,"*org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase*

{code}
cd testsuite/domain/
mvn test -DtestLogToFile=false -Dtest=JmxControlledStateNotificationsTestCase -Dsecurity.manager
{code}

fails on IBM JDK with:
{code}
java.lang.AssertionError: {""outcome"" => ""failed"",""result"" => undefined,""failure-description"" => {""WFLYDC0074: Operation failed or was rolled back on all servers. Server failures:"" => {""server-group"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => {""WFLYCTL0080: Failed services"" => {""test.deployment.jmx"" => ""java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.io.FilePermission\"" \""/mnt/hudson_workspace/workspace/eap-7x-as-testsuite-test-core-rhel-secman/19de6045/testsuite/domain/target/domains/JmxControlledStateNotificationsTestCase/master\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar\"" from Service Module Loader\"")
    Caused by: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.io.FilePermission\"" \""/mnt/hudson_workspace/workspace/eap-7x-as-testsuite-test-core-rhel-secman/19de6045/testsuite/domain/target/domains/JmxControlledStateNotificationsTestCase/master\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar\"" from Service Module Loader\"")""}}}}}}}},""rolled-back"" => true,""server-groups"" => {""main-server-group"" => {""host"" => {""master"" => {""main-one"" => {""response"" => {""outcome"" => ""failed"",""failure-description"" => {""WFLYCTL0080: Failed services"" => {""test.deployment.jmx"" => ""java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.io.FilePermission\"" \""/mnt/hudson_workspace/workspace/eap-7x-as-testsuite-test-core-rhel-secman/19de6045/testsuite/domain/target/domains/JmxControlledStateNotificationsTestCase/master\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar\"" from Service Module Loader\"")
    Caused by: java.security.AccessControlException: WFSM000001: Permission check failed (permission \""(\""java.io.FilePermission\"" \""/mnt/hudson_workspace/workspace/eap-7x-as-testsuite-test-core-rhel-secman/19de6045/testsuite/domain/target/domains/JmxControlledStateNotificationsTestCase/master\"" \""read\"")\"" in code source \""(vfs:/content/test-jmx-notifications-deployment.jar <no signer certificates>)\"" of \""ModuleClassLoader for Module \""deployment.test-jmx-notifications-deployment.jar\"" from Service Module Loader\"")""}},""rolled-back"" => true}}}}}}}
	at org.junit.Assert.fail(Assert.java:88)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.checkOperationResult(RbacUtil.java:115)
	at org.jboss.as.test.integration.management.rbac.RbacUtil.executeOperation(RbacUtil.java:100)
	at org.wildfly.test.jmx.JMXListenerDeploymentSetupTask.setup(JMXListenerDeploymentSetupTask.java:75)
	at org.jboss.as.test.integration.domain.events.JmxControlledStateNotificationsTestCase.setupClass(JmxControlledStateNotificationsTestCase.java:86)
{code}

Moreover it causes that all following test cases will fail.

It seems it is caused by [1] which configures different Path for IBM JDK, but this is not covered in permissions for deployment created in [2].

[1] https://github.com/wildfly/wildfly-core/blob/8b28abb588dd7d9d51e66201118063520da3a971/testsuite/domain/src/test/java/org/jboss/as/test/integration/domain/events/JmxControlledStateNotificationsTestCase.java#L70
[2] https://github.com/wildfly/wildfly-core/blob/8b28abb588dd7d9d51e66201118063520da3a971/testsuite/shared/src/main/java/org/wildfly/test/jmx/ServiceActivatorDeploymentUtil.java#L94",,,
4349,WFCORE-3416,"The issue isn't that the console isn't working in admin-only mode. It's that a permanent redirect is issued for a temporary condition. The redirect from the console root URL should use a 302, not a 301, since the appropriate target depends on whether the server was started in admin-only mode.

The root URL of the admin console ( / ) does a permanent redirect (301) to the final target. Normally it's a redirect to /console/index.html. But if the server is started in admin-only mode then /console/index.html doesn't return a sensible error (Chrome reports that the connection to the server was lost). If a browser has cached the permanent redirect, it won't be clear why the console isn't working.

On the other hand if the server is started in domain-only mode and the browser caches the permanent redirect to /consoleerror/noConsoleForAdminModeError.html, then the browser will continue to load /consoleerror/noConsoleForAdminModeError.html even after the server is started without --admin-only.

A 301 redirect is inappropriate since ""admin-only"" isn't a permanent state.

",,,
4352,WFCORE-3412,"Customer impact low. Problem occures when environment defines SEP environment variable. If this happens user can unset variable locally or use elytron subsystem for managing credential stores (alternative to elytron-tool script)

SEP for variable name is too general. It can happen running environment uses it for other purpose. Rename variable SEP in elytron-tool.* scripts (bat,ps1,sh) using namespace to ELYTRON_TOOL_SEP, as there are already variables using this namespace; ELYTRON_TOOL_RUNJAR, ELYTRON_TOOL_ADDONS.

Variable SEP is not used in any other script.
",,,
4355,WFCORE-3409,"Every other parts of server and launchers (including embed-host-controller) honor the ""module.path"" system property for setting modules path.",,,
4356,WFCORE-3408,"In case there is multiple external PKCS11 credential stores configured, intermittently it happens on startup exception occurs. Seems more CS are configured, it is bigger chance to hit error. If only one CS is configured error does not occur.

We have automatic tests with 3 CS and so far we have not hit this issue. With 5 CS from reproducer it happens nearly with each restart. I hit this during discussing analysis of advanced keystore features [1] with Farah.

Multiple  CS can be expected by users, when they want to logically separate CS  files for some reason. However technically everything can be stored in  one CS.

That is analogy of https://issues.jboss.org/browse/JBEAP-11693  for PKCS11 credential store. Fix for that issue was proper  synchronization of PKCS11 keystore loading. I assume something similar  will be needed here.

If  there is missing synchronization of PKCS11 keystore in Credential store  implementation, that can in theory occur in combination of 1 CS and  multiple PKCS11 keystores as well. However this scenario is tested for  and such problem haven't occurred yet.

[~bmaxwell] Is GSS is ok with this being critical since a workaround exists?

External Credential Store is new feature of Elytron tracked by EAP7-277.

{code:title=KeyStoreException: invalid KeyStore state: found N secret keys sharing CKA_LABEL [my-key]}
09:56:15,574 ERROR [org.jboss.as.controller.management-operation] (Controller Boot Thread) WFLYCTL0013: Operation (""add"") failed - address: ([
    (""subsystem"" => ""elytron""),
    (""credential-store"" => ""MyStore"")
]) - failure description: {""WFLYCTL0080: Failed services"" => {""org.wildfly.security.credential-store.MyStore"" => ""WFLYELY00004: Unable to start the service.
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: ELY09514: Unable to initialize credential store
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: java.security.KeyStoreException: expected but could not find secret key
    Caused by: java.security.KeyStoreException: expected but could not find secret key""}}
09:56:15,575 ERROR [org.jboss.as.controller.management-operation] (Controller Boot Thread) WFLYCTL0013: Operation (""add"") failed - address: ([
    (""subsystem"" => ""elytron""),
    (""credential-store"" => ""MyStore4"")
]) - failure description: {""WFLYCTL0080: Failed services"" => {""org.wildfly.security.credential-store.MyStore4"" => ""WFLYELY00004: Unable to start the service.
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: ELY09514: Unable to initialize credential store
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: java.security.KeyStoreException: invalid KeyStore state: found 2 secret keys sharing CKA_LABEL [my-key]
    Caused by: java.security.KeyStoreException: invalid KeyStore state: found 2 secret keys sharing CKA_LABEL [my-key]""}}
09:56:15,576 ERROR [org.jboss.as.controller.management-operation] (Controller Boot Thread) WFLYCTL0013: Operation (""add"") failed - address: ([
    (""subsystem"" => ""elytron""),
    (""credential-store"" => ""MyStore5"")
]) - failure description: {""WFLYCTL0080: Failed services"" => {""org.wildfly.security.credential-store.MyStore5"" => ""WFLYELY00004: Unable to start the service.
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: ELY09514: Unable to initialize credential store
    Caused by: org.wildfly.security.credential.store.CredentialStoreException: java.security.KeyStoreException: invalid KeyStore state: found 3 secret keys sharing CKA_LABEL [my-key]
    Caused by: java.security.KeyStoreException: invalid KeyStore state: found 3 secret keys sharing CKA_LABEL [my-key]""}}
{code}

[1] https://developer.jboss.org/wiki/AnalysisDesign-AdvancedElytronKey-storeManipulationOperations",,,
4362,WFCORE-3405,"The find-non-progressing-operation op isn't marked as read-only or runtime-only (it's both) so it isn't accessible to external callers on a domain server.

The related cancel-non-progressing-operation is marked runtime-only, so it's accessible. There's no point allow cancellation (which changes things) and not allowing a find (which just reads), so we should make the find visible.

A requirement of fixing this though is there need to be new test methods added to OperationCancellationTest case that test finding and cancelling the op via the server resource and not just via the host. The existing testFindNonProgressingOperation() can just have a second ""find"" op added after the current one, and then new variants of testCancellingNonProgressingDomainRollout() and testFindNonProgressingDomainRollout() can be added that use the full server address for the find/cancel op.

",,,
