,issue_id,issue_comments,issue_desc,created_at,closed_at
2932,WFLY-1319,"We came across this in an environment of ours that uses a custom login module, but if I read the code correctly, this is a more general problem: if an authentication failure occurs while handling an EJB method, then the security context for the thread is not reset correctly, and subsequent uses of the thread for anonymous methods (e.g. timers) use the incorrect credentials.

I suspect the problem lies in SimpleSecurityManager's push() implementation, which is invoked from the SecurityContextInterceptor as follows:
{code}
    @Override
    public Object processInvocation(final InterceptorContext context) throws Exception {
        // TODO - special cases need to be handled where SecurityContext not established or minimal unauthenticated principal context instead.
        doPrivileged(pushAction);
        try {
            return context.proceed();
        } finally {
            doPrivileged(popAction);
        }
    }
{code}

If the pushAction throws an exception, then the popAction is never invoked. SimpleSecurityManager's push action starts off with
{code}
public void push(final String securityDomain) {
        // TODO - Handle a null securityDomain here? Yes I think so.
        final SecurityContext previous = SecurityContextAssociation.getSecurityContext();
        contexts.push(previous);
        SecurityContext current = establishSecurityContext(securityDomain);
{code}

If an exception is subsequently raised, then the thread's security context is never reset (and previous is never popped off the ""contexts"" stack either).

If the same thread is subsequently used in a timer invocation that is supposed to run without a principal, the old security context is still active in the thread, and will be used incorrectly. (In our case leading to the same authentication exception over and over.)

I was able to successfully work around this issue by catching exceptions in push() and invoking pop() in the catch block, before rethrowing the exception.",,,
2933,WFLY-1494,"The transaction API defines imports like this

   Import-Package: javax.enterprise.context,javax.enterprise.util,javax.interceptor;version=""[1.2,2)""

which is problematic in two ways

a) unspecified version for javax.enterprise API
b) explicit import of javax.interceptor API, which is missing above

",,,
2934,WFLY-1488,"copy-paste error
{code}
 246                    if(cookieConfig.getDomain() != null) {
 247                        config.setComment(cookieConfig.getComment());
 248                    }
{code}",,,
2935,WFLY-1318,"When executing a :reload operation using the http interface, the connection might get closed before the response was sent. This is similar to the issues we were seeing with the native mgmt API.",,,
2943,WFLY-1530,"The BundleReplaceTestCase has been failing frequently. The exception being reported is:

{code}
Caused by: java.lang.IllegalStateException: JBOSGI011283: Revision content already closed: HostBundleRevision[webapp-v101.wab:1.0.1] - [0]
    at org.jboss.osgi.framework.internal.RevisionContent.assertNotClosed(RevisionContent.java:156)
    at org.jboss.osgi.framework.internal.RevisionContent.getVirtualFile(RevisionContent.java:107)
    at org.jboss.osgi.framework.internal.RevisionContentResourceLoader.<init>(RevisionContentResourceLoader.java:58)
    at org.jboss.osgi.framework.internal.ModuleManagerImpl.createHostModule(ModuleManagerImpl.java:246)
    at org.jboss.osgi.framework.internal.ModuleManagerImpl.addModule(ModuleManagerImpl.java:204)
    at org.jboss.osgi.framework.internal.ResolverImpl.addModules(ResolverImpl.java:371)
    at org.jboss.osgi.framework.internal.ResolverImpl.applyResolverResults(ResolverImpl.java:316)
    at org.jboss.osgi.framework.internal.ResolverImpl.resolveInternal(ResolverImpl.java:179)
    at org.jboss.osgi.framework.internal.ResolverImpl.resolveAndApply(ResolverImpl.java:125)
    at org.jboss.as.osgi.deployment.BundleResolveProcessor.resolveBundle(BundleResolveProcessor.java:81)
    at org.jboss.as.osgi.deployment.BundleResolveProcessor.deploy(BundleResolveProcessor.java:68)
    at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:159) [wildfly-server-8.0.0.Alpha2-SNAPSHOT.jar:8.0.0.Alpha2-SNAPSHOT]
    ... 5 more
{code}

The entire TeamCity run is here http://teamcity.cafe-babe.org/viewLog.html?buildId=5250&tab=buildResultsDiv&buildTypeId=bt27

I've also attached the entire log file from that run.
",,,
2965,WFLY-1487,"Unable to retrieve resources which are nested in additional directory in META-INF. The same works for JAR, only for WAR archive it doesn't.

Example:
If in WAR archive I have a resource in META-INF/properties/nested.properties, I am unable to access it using
{code}
classLoader.getResource(""META-INF/properties/nested.properties"");
{code}",,,
2968,WFLY-822,"When an MBean is loaded from jboss-service.xml within an EAR, the TCCL should point to the EAR deployment so that config files and other resources can be classloaded from the EAR.  Under JBoss 7.1.1.Final, the TCCL in a module loaded MBean's start() method is the module's ClassLoader.  No reference to the EAR deployment's classloader is available, thus EAR resources are not available within the MBean.

It appears that org.jboss.as.service.AbstractService::invokeLifecycleMethod() incorrectly sets the TCCL to the module's defining classloader rather than the EAR's:

{{{
protected void invokeLifecycleMethod(final Method method) throws InvocationTargetException, IllegalAccessException {
        if (method != null) {
            final ClassLoader old = SecurityActions.setThreadContextClassLoader(mBeanInstance.getClass().getClassLoader());
            try {
                method.invoke(mBeanInstance);
            } finally {
                SecurityActions.resetThreadContextClassLoader(old);
            }
        }
    }
}}}",,,
2983,WFLY-2777,"The current implementation of JNDI external context binding takes a module class loader if based by a module for loading a initialContextClassName only (note that this initialContextClassName is one of InitialContext, InitialDirContext or InitialLdapContext). While it rather needs to switch TCCL to the module class loader to be available when trying to get a new instance of it at line 87, see the snippet below. As this is the moment when it constructs a new initial context from a factory class given by environment properties.

{code:java|title=naming/src/main/java/org/jboss/as/naming/ExternalContextObjectFactory.java}
83             Module module = Module.getBootModuleLoader().loadModule(ModuleIdentifier.fromString(initialContextModule));
84             loader = module.getClassLoader();
85             initialContextClass = Class.forName(initialContextClassName, true, module.getClassLoader());
86             Constructor ctor = initialContextClass.getConstructor(Hashtable.class);
87             context = (Context) ctor.newInstance(newEnvironment);
{code}
Due to this issue the binding fails with an exception as follows:
{noformat}
17:02:46,740 ERROR [stderr] (default task-1) Caused by: java.lang.reflect.InvocationTargetException
17:02:46,740 ERROR [stderr] (default task-1)   at sun.reflect.NativeConstructorAccessorImpl.newInstance0(Native Method)
17:02:46,740 ERROR [stderr] (default task-1)   at sun.reflect.NativeConstructorAccessorImpl.newInstance(NativeConstructorAccessorImpl.java:57)
17:02:46,741 ERROR [stderr] (default task-1)   at sun.reflect.DelegatingConstructorAccessorImpl.newInstance(DelegatingConstructorAccessorImpl.java:45)
17:02:46,741 ERROR [stderr] (default task-1)   at java.lang.reflect.Constructor.newInstance(Constructor.java:526)
17:02:46,742 ERROR [stderr] (default task-1)   at org.jboss.as.naming.ExternalContextObjectFactory.createContext(ExternalContextObjectFactory.java:87)
17:02:46,742 ERROR [stderr] (default task-1)   at org.jboss.as.naming.ExternalContextObjectFactory.getObjectInstance(ExternalContextObjectFactory.java:46)
17:02:46,743 ERROR [stderr] (default task-1)   at org.jboss.as.naming.subsystem.NamingBindingAdd$2.getReference(NamingBindingAdd.java:255)
17:02:46,743 ERROR [stderr] (default task-1)   ... 36 more
17:02:46,744 ERROR [stderr] (default task-1) Caused by: javax.naming.NamingException: JBAS011843: Failed instantiate InitialContextFactory org.jboss.security.jndi.JndiLoginInitialContextFactory from classloader ModuleClassLoader for Module &quot;deployment.messagesender.war:main&quot; from Service Module Loader
17:02:46,744 ERROR [stderr] (default task-1)   at org.jboss.as.naming.InitialContext.getDefaultInitCtx(InitialContext.java:116)
17:02:46,744 ERROR [stderr] (default task-1)   at org.jboss.as.naming.InitialContext.init(InitialContext.java:99)
17:02:46,745 ERROR [stderr] (default task-1)   at javax.naming.InitialContext.&lt;init&gt;(InitialContext.java:216)
17:02:46,745 ERROR [stderr] (default task-1)   at javax.naming.directory.InitialDirContext.&lt;init&gt;(InitialDirContext.java:101)
17:02:46,745 ERROR [stderr] (default task-1)   at org.jboss.as.naming.InitialContext.&lt;init&gt;(InitialContext.java:90)
17:02:46,746 ERROR [stderr] (default task-1)   at org.jboss.as.naming.InitialContextFactory.getInitialContext(InitialContextFactory.java:44)
17:02:46,746 ERROR [stderr] (default task-1)   at javax.naming.spi.NamingManager.getInitialContext(NamingManager.java:684)
17:02:46,746 ERROR [stderr] (default task-1)   at javax.naming.InitialContext.getDefaultInitCtx(InitialContext.java:307)
17:02:46,746 ERROR [stderr] (default task-1)   at javax.naming.InitialContext.init(InitialContext.java:242)
17:02:46,747 ERROR [stderr] (default task-1)   at javax.naming.InitialContext.&lt;init&gt;(InitialContext.java:216)
17:02:46,747 ERROR [stderr] (default task-1)   ... 43 more
{noformat}",,,
2984,WFLY-2695,"After adding and attaching a named formatter to an offline server starting the server fails due to an invalid logging configuration.

server-one fails with:
{{
[Server:server-one] 00:08:00,214 ERROR [org.jboss.as.controller.management-operation] (Controller Boot Thread) JBAS014612: Operation (""add"") failed - address: ([
[Server:server-one]     (""subsystem"" => ""logging""),
[Server:server-one]     (""console-handler"" => ""CONSOLE"")
[Server:server-one] ]): java.lang.IllegalArgumentException: Formatter ""TESTPATTERN"" is not found
}}

I assume logging.properties is written too late in LoggingOperations.java",,,
2987,WFLY-1685,"When a user configures security domain, which uses RealmDirect with configured LDAP authentication using SSL as described in https://issues.jboss.org/browse/AS7-5246, the authentication fails with ClassNotFoundException. Moreover the exception is only logged on TRACE level, which is the second issue here.

IMO, the first problem can be simply solved by adding ""org.jboss.as.domain-management"" module dependency on a right place.

javax.naming.CommunicationException: 127.0.0.1:10636 [Root exception is java.lang.ClassNotFoundException: org.jboss.as.domain.management.connections.ldap.ThreadLocalSSLSocketFactory from [Module ""deployment.ldaps-authn-sd.war:main"" from Service Module Loader]]
	at com.sun.jndi.ldap.Connection.<init>(Connection.java:224)
	at com.sun.jndi.ldap.LdapClient.<init>(LdapClient.java:136)
	at com.sun.jndi.ldap.LdapClient.getInstance(LdapClient.java:1600)
	at com.sun.jndi.ldap.LdapCtx.connect(LdapCtx.java:2698)
	at com.sun.jndi.ldap.LdapCtx.<init>(LdapCtx.java:316)
	at com.sun.jndi.ldap.LdapCtxFactory.getUsingURL(LdapCtxFactory.java:193)
	at com.sun.jndi.ldap.LdapCtxFactory.getUsingURLs(LdapCtxFactory.java:211)
	at com.sun.jndi.ldap.LdapCtxFactory.getLdapCtxInstance(LdapCtxFactory.java:154)
	at com.sun.jndi.ldap.LdapCtxFactory.getInitialContext(LdapCtxFactory.java:84)
	at javax.naming.spi.NamingManager.getInitialContext(NamingManager.java:684)
	at javax.naming.InitialContext.getDefaultInitCtx(InitialContext.java:307)
	at javax.naming.InitialContext.init(InitialContext.java:242)
	at javax.naming.InitialContext.<init>(InitialContext.java:216)
	at javax.naming.directory.InitialDirContext.<init>(InitialDirContext.java:101)
	at org.jboss.as.domain.management.connections.ldap.LdapConnectionManagerService.getConnection(LdapConnectionManagerService.java:112)
	at org.jboss.as.domain.management.connections.ldap.LdapConnectionManagerService.getConnection(LdapConnectionManagerService.java:93)
	at org.jboss.as.domain.management.security.UserLdapCallbackHandler.handle(UserLdapCallbackHandler.java:186)
	at org.jboss.as.domain.management.security.SecurityRealmService$1.handle(SecurityRealmService.java:168)
	at org.jboss.as.security.RealmDirectLoginModule.handle(RealmDirectLoginModule.java:175)
	at org.jboss.as.security.RealmDirectLoginModule.validatePassword(RealmDirectLoginModule.java:206)
	at org.jboss.security.auth.spi.UsernamePasswordLoginModule.login(UsernamePasswordLoginModule.java:281)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:601)
	at javax.security.auth.login.LoginContext.invoke(LoginContext.java:784)
	at javax.security.auth.login.LoginContext.access$000(LoginContext.java:203)
	at javax.security.auth.login.LoginContext$4.run(LoginContext.java:698)
	at javax.security.auth.login.LoginContext$4.run(LoginContext.java:696)
	at java.security.AccessController.doPrivileged(Native Method)
	at javax.security.auth.login.LoginContext.invokePriv(LoginContext.java:695)
	at javax.security.auth.login.LoginContext.login(LoginContext.java:594)
	at org.jboss.security.authentication.JBossCachedAuthenticationManager.defaultLogin(JBossCachedAuthenticationManager.java:408)
	at org.jboss.security.authentication.JBossCachedAuthenticationManager.proceedWithJaasLogin(JBossCachedAuthenticationManager.java:345)
	at org.jboss.security.authentication.JBossCachedAuthenticationManager.authenticate(JBossCachedAuthenticationManager.java:333)
	at org.jboss.security.authentication.JBossCachedAuthenticationManager.isValid(JBossCachedAuthenticationManager.java:146)
	at org.jboss.as.web.security.JBossWebRealm.authenticate(JBossWebRealm.java:216)
	at org.apache.catalina.authenticator.BasicAuthenticator.authenticate(BasicAuthenticator.java:178)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:447)
	at org.jboss.as.web.security.SecurityContextAssociationValve.invoke(SecurityContextAssociationValve.java:169)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:145)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:97)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:102)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:336)
	at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:856)
	at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:653)
	at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:920)
	at java.lang.Thread.run(Thread.java:722)
Caused by: java.lang.ClassNotFoundException: org.jboss.as.domain.management.connections.ldap.ThreadLocalSSLSocketFactory from [Module ""deployment.ldaps-authn-sd.war:main"" from Service Module Loader]
	at org.jboss.modules.ModuleClassLoader.findClass(ModuleClassLoader.java:196)
	at org.jboss.modules.ConcurrentClassLoader.performLoadClassUnchecked(ConcurrentClassLoader.java:444)
	at org.jboss.modules.ConcurrentClassLoader.performLoadClassChecked(ConcurrentClassLoader.java:432)
	at org.jboss.modules.ConcurrentClassLoader.performLoadClass(ConcurrentClassLoader.java:374)
	at org.jboss.modules.ConcurrentClassLoader.loadClass(ConcurrentClassLoader.java:119)
	at java.lang.Class.forName0(Native Method)
	at java.lang.Class.forName(Class.java:264)
	at com.sun.jndi.ldap.VersionHelper12.loadClass(VersionHelper12.java:71)
	at com.sun.jndi.ldap.Connection.createSocket(Connection.java:284)
	at com.sun.jndi.ldap.Connection.<init>(Connection.java:201)
	... 47 more

",,,
3033,WFLY-2303,"* worker-timeout
* property

are missing.

Also missing in 7.x",,,
3048,WFLY-2704,"Unlike BASIC, DIGEST, and CERT authentication, FORM authentication requires an additional server side mechanism to store the credentials from the login form so that a user does not need to reauthenticate on failover.

Traditionally, clustered SSO was the mechanism of choice (see https://issues.jboss.org/browse/JBAS-1900 )
An analogous strategy is needed for Undertow.",,,
3061,WFLY-2457,"{quote}
This test fails on windows and I am not 100% sure why. I think it would be something to do with the different line endings, although I can't see why this would affect it
{quote}",,,
3065,WFLY-795,"In jboss-ejb-iiop_1_0.xsd, the ""integrity"", ""confidentiality"", ""establish-trust-in-client"", and ""establish-trust-in-target"" attributes on the ""iorTransportConfigType"" complexType, and the ""auth-method"", ""realm"" and ""required"" attributes on the ""iorASContextType"" complexType have both use=""required"" and a default attribute.

This does not make sense because default values are only applicable to optional attributes. I'm not sure which is correct, but either the attributes should be optional or the default values removed. This problem causes the XSD to not validate.",,,
3066,WFLY-2467,CacheConfigurationService should be installed using AsynchronousService wrapper.,,,
3067,WFLY-1763,"When a transaction times out during execution of HTTP request and an inadequate error handling lets it escape the next HTTP request gets exception:

{noformat}
20130528,17:20:05,561 ERROR [CheckupAction] DB-HIBERNATE: ERROR: xx.yyy.zzz.utils.TransactionAdapterSDB$TransactionSDBException: java.lang.RuntimeException: javax.transaction.NotSupportedException: BaseTransaction.checkTransactionState - ARJUNA016051: 
thread is already associated with a transaction!
        at xx.yyy.zzz.utils.TransactionAdapterSDB.begin(TransactionAdapterSDB.java:85) [WebPortalCore.jar:]
        at xx.yyy.apps.crmtrk.web.component.HibernateSessionHandler.getHBS(HibernateSessionHandler.java:30) [WebPortalCore.jar:]
        at xx.yyy.apps.crmtrk.web.action.HibernateAction.getHBS(HibernateAction.java:91) [WebPortalCore.jar:]
        at xx.yyy.apps.crmtrk.web.action.CheckupAction.execute(CheckupAction.java:643) [classes:]
        at com.opensymphony.xwork.DefaultActionInvocation.invokeAction(DefaultActionInvocation.java:283) [xwork-1.0.5.jar:]
        at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:166) [xwork-1.0.5.jar:]
        at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:35) [xwork-1.0.5.jar:]
        at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:164) [xwork-1.0.5.jar:]
        at com.opensymphony.xwork.interceptor.AroundInterceptor.intercept(AroundInterceptor.java:35) [xwork-1.0.5.jar:]
        at com.opensymphony.xwork.DefaultActionInvocation.invoke(DefaultActionInvocation.java:164) [xwork-1.0.5.jar:]
        at xx.yyy.apps.crmtrk.web.interceptor.FileUploadInterceptor.intercept(FileUploadInterceptor.java:80) 
{noformat}


This does not happen to transactions that did not timed out. They seemed to be cleaned up.

This is due to the TransactionRollbackSetupAction class that supposed to make sure that there are not transaction leaks in EE request. There is a method checkTransactionStatus() that performs a check on an escaped transaction and does a rollback() if it finds a transaction with following status: 

{noformat}
	switch (status) {
                case Status.STATUS_ACTIVE:
                case Status.STATUS_COMMITTING:
                case Status.STATUS_MARKED_ROLLBACK:
                case Status.STATUS_PREPARING:
                case Status.STATUS_ROLLING_BACK:
                case Status.STATUS_PREPARED:
                    try {
                        TransactionLogger.ROOT_LOGGER.transactionStillOpen(status);
                        tm.rollback();
                    } catch (Exception ex) {
                        TransactionLogger.ROOT_LOGGER.unableToRollBack(ex);
                    }
            }
{noformat}
The status of a timed out transaction is STATUS_ROLLEDBACK which explains why it escapes this cleanup attempt.",,,
3068,WFLY-1719,"In a windows 7 environment the cluster replication for a clustered web archive deployed in a server with _full-ha_-profile fails with a class cast exception.

{code}
21:00:03,514 INFO  [org.jboss.as.server.deployment] (MSC service thread 1-8) JBAS015876: Starting deployment of ""cd"" (runtime-name: ""cd.war"")
21:00:05,179 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-3) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,179 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-4) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,182 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-4) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,182 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-3) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,183 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-3) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,184 INFO  [org.infinispan.configuration.cache.EvictionConfigurationBuilder] (MSC service thread 1-3) ISPN000152: Passivation configured without an eviction policy being selected. Only manually evicted entities will be passivated.
21:00:05,228 INFO  [org.infinispan.remoting.transport.jgroups.JGroupsTransport] (ServerService Thread Pool -- 61) ISPN000078: Starting JGroups Channel
21:00:05,240 INFO  [stdout] (ServerService Thread Pool -- 61) 
21:00:05,240 INFO  [stdout] (ServerService Thread Pool -- 61) -------------------------------------------------------------------
21:00:05,240 INFO  [stdout] (ServerService Thread Pool -- 61) GMS: address=master:server-three/web, cluster=web, physical address=127.0.0.1:55450
21:00:05,240 INFO  [stdout] (ServerService Thread Pool -- 61) -------------------------------------------------------------------

21:00:07,251 INFO  [org.infinispan.remoting.transport.jgroups.JGroupsTransport] (ServerService Thread Pool -- 61) ISPN000094: Received new cluster view: [master:server-three/web|0] [master:server-three/web]
21:00:07,317 INFO  [org.infinispan.remoting.transport.jgroups.JGroupsTransport] (ServerService Thread Pool -- 61) ISPN000079: Cache local address is master:server-three/web, physical addresses are [127.0.0.1:55450]
21:00:07,326 INFO  [org.infinispan.factories.GlobalComponentRegistry] (ServerService Thread Pool -- 61) ISPN000128: Infinispan version: Infinispan 'Tactical Nuclear Penguin' 5.3.0.Final
21:00:07,492 INFO  [org.infinispan.jmx.CacheJmxRegistration] (ServerService Thread Pool -- 61) ISPN000031: MBeans were successfully registered to the platform MBean server.
21:00:07,492 INFO  [org.infinispan.jmx.CacheJmxRegistration] (ServerService Thread Pool -- 65) ISPN000031: MBeans were successfully registered to the platform MBean server.
21:00:07,505 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 65) JBAS010281: Started default-host/cd cache from web container
21:00:07,505 INFO  [org.jboss.as.clustering.infinispan] (ServerService Thread Pool -- 61) JBAS010281: Started repl cache from web container
21:00:07,637 INFO  [org.wildfly.extension.undertow] (MSC service thread 1-6) JBAS018210: Register web context: /cd
21:00:07,675 INFO  [org.jboss.as.server] (host-controller-connection-threads - 1) JBAS018559: Deployed ""cd"" (runtime-name : ""cd.war"")
21:00:57,609 WARN  [com.arjuna.ats.jta] (Periodic Recovery) ARJUNA016009: Caught:: java.lang.ClassCastException: org.infinispan.transaction.TransactionTable cannot be cast to org.infinispan.transaction.xa.XaTransactionTable
	at org.infinispan.transaction.xa.TransactionXaAdapter.<init>(TransactionXaAdapter.java:100)
	at org.infinispan.CacheImpl.getXAResource(CacheImpl.java:875)
	at org.infinispan.AbstractDelegatingAdvancedCache.getXAResource(AbstractDelegatingAdvancedCache.java:158)
	at org.jboss.as.clustering.infinispan.subsystem.CacheService$InfinispanXAResourceRecovery.getXAResources(CacheService.java:112)
	at com.arjuna.ats.internal.jbossatx.jta.XAResourceRecoveryHelperWrapper.getXAResources(XAResourceRecoveryHelperWrapper.java:51) [narayana-jts-integration-5.0.0.M3.jar:5.0.0.M3 (revision: ${buildNumber})]
	at com.arjuna.ats.internal.jta.recovery.arjunacore.XARecoveryModule.resourceInitiatedRecoveryForRecoveryHelpers(XARecoveryModule.java:503) [narayana-jts-jacorb-5.0.0.M3.jar:5.0.0.M3 (revision: ${buildNumber})]
	at com.arjuna.ats.internal.jta.recovery.arjunacore.XARecoveryModule.periodicWorkFirstPass(XARecoveryModule.java:159) [narayana-jts-jacorb-5.0.0.M3.jar:5.0.0.M3 (revision: ${buildNumber})]
	at com.arjuna.ats.internal.arjuna.recovery.PeriodicRecovery.doWorkInternal(PeriodicRecovery.java:743) [narayana-jts-jacorb-5.0.0.M3.jar:5.0.0.M3 (revision: ${buildNumber})]
	at com.arjuna.ats.internal.arjuna.recovery.PeriodicRecovery.run(PeriodicRecovery.java:371) [narayana-jts-jacorb-5.0.0.M3.jar:5.0.0.M3 (revision: ${buildNumber})]
{code}

The exception is reoccuring every ten seconds.",,,
3077,WFLY-2209,The validation of command arguments doesn't take into account their short versions leading rejecting the command in case the short versions are used (e.g. -h for --help).,,,
